order_number,quantity_ordered,price_each,order_line_number,sales,order_date,days_since_last_order,status,product_line,man_suggested_retail_price,product_code 
10110,36,85.25,13,3069,2018-03-18,2170,Shipped,Classic Cars,73,S24_1046
10124,22,77.9,12,1713.8,2018-05-21,2107,Shipped,Classic Cars,73,S24_1046
10148,25,60.26,6,1506.5,2018-09-11,1995,Shipped,Classic Cars,73,S24_1046
10161,37,72.76,5,2692.12,2018-10-17,1960,Shipped,Classic Cars,73,S24_1046
10172,32,75.69,3,2422.08,2018-11-05,1942,Shipped,Classic Cars,73,S24_1046
10182,47,74.22,16,3488.34,2018-11-12,1936,Shipped,Classic Cars,73,S24_1046
10192,37,69.82,4,2583.34,2018-11-20,1929,Shipped,Classic Cars,73,S24_1046
10204,20,62.47,10,1249.4,2018-12-02,1918,Shipped,Classic Cars,73,S24_1046
10212,41,82.31,3,3374.71,2019-01-16,1874,Shipped,Classic Cars,73,S24_1046
10226,21,60.26,1,1265.46,2019-02-26,1834,Shipped,Classic Cars,73,S24_1046
10241,22,76.43,8,1681.46,2019-04-13,1789,Shipped,Classic Cars,73,S24_1046
10267,40,80.1,5,3204,2019-07-07,1705,Shipped,Classic Cars,73,S24_1046
10279,32,74.96,5,2398.72,2019-08-09,1673,Shipped,Classic Cars,73,S24_1046
10288,36,66.14,11,2381.04,2019-09-01,1651,Shipped,Classic Cars,73,S24_1046
10301,27,72.02,1,1944.54,2018-10-05,1983,Shipped,Classic Cars,73,S24_1046
10311,26,87.45,6,2273.7,2019-10-16,1608,Shipped,Classic Cars,73,S24_1046
10321,30,70.55,3,2116.5,2019-11-04,1590,Shipped,Classic Cars,73,S24_1046
10332,23,56.84,4,1307.32,2019-11-17,1578,Shipped,Classic Cars,73,S24_1046
10344,29,59.53,7,1726.37,2019-11-25,1571,Shipped,Classic Cars,73,S24_1046
10367,21,60.37,10,1267.77,2020-01-12,1524,Resolved,Classic Cars,73,S24_1046
10380,34,101.23,3,3441.82,2020-02-16,1490,Shipped,Classic Cars,73,S24_1046
10407,26,76.43,8,1987.18,2020-04-22,1425,On Hold,Classic Cars,73,S24_1046
10420,60,64.67,11,3880.2,2020-05-29,1389,In Process,Classic Cars,73,S24_1046
10104,35,55.49,6,1942.15,2018-01-31,2239,Shipped,Classic Cars,57,S24_1444
10115,47,69.36,2,3259.92,2018-04-04,2177,Shipped,Classic Cars,57,S24_1444
10127,20,60.69,8,1213.8,2018-06-03,2118,Shipped,Classic Cars,57,S24_1444
10141,20,54.33,2,1086.6,2018-08-01,2060,Shipped,Classic Cars,57,S24_1444
10152,25,65.31,4,1632.75,2018-09-25,2006,Shipped,Classic Cars,57,S24_1444
10165,25,69.36,9,1734,2018-10-22,1980,Shipped,Classic Cars,57,S24_1444
10176,27,68.78,8,1857.06,2018-11-06,1966,Shipped,Classic Cars,57,S24_1444
10184,31,60.11,3,1863.41,2018-11-14,1959,Shipped,Classic Cars,57,S24_1444
10195,44,66.47,3,2924.68,2018-11-25,1949,Shipped,Classic Cars,57,S24_1444
10207,49,46.82,4,2294.18,2018-12-09,1936,Shipped,Classic Cars,57,S24_1444
10220,26,56.07,8,1457.82,2019-02-12,1872,Shipped,Classic Cars,57,S24_1444
10230,36,54.33,6,1955.88,2019-03-15,1842,Shipped,Classic Cars,57,S24_1444
10246,44,52.6,2,2314.4,2019-05-05,1792,Shipped,Classic Cars,57,S24_1444
10259,28,46.82,1,1310.96,2019-06-15,1752,Shipped,Classic Cars,57,S24_1444
10271,45,64.74,2,2913.3,2019-07-20,1718,Shipped,Classic Cars,57,S24_1444
10282,29,46.82,11,1357.78,2019-08-20,1688,Shipped,Classic Cars,57,S24_1444
10292,40,53.75,5,2150,2019-09-08,1670,Shipped,Classic Cars,57,S24_1444
10305,45,61.85,2,2783.25,2019-10-13,1636,Shipped,Classic Cars,57,S24_1444
10314,44,53.18,11,2339.92,2019-10-22,1628,Shipped,Classic Cars,57,S24_1444
10324,25,69.16,14,1729,2019-11-05,1615,Shipped,Classic Cars,57,S24_1444
10336,45,132.72,4,5972.4,2019-11-20,1601,Shipped,Classic Cars,57,S24_1444
10349,48,47.4,4,2275.2,2019-12-01,1591,Shipped,Classic Cars,57,S24_1444
10358,44,60.76,14,2673.44,2019-12-10,1583,Shipped,Classic Cars,57,S24_1444
10371,25,97.27,12,2431.75,2020-01-23,1540,Shipped,Classic Cars,57,S24_1444
10383,22,91.76,2,2018.72,2020-02-22,1511,Shipped,Classic Cars,57,S24_1444
10394,31,50.29,2,1558.99,2020-03-15,1490,Shipped,Classic Cars,57,S24_1444
10412,21,52.6,2,1104.6,2020-05-03,1442,Shipped,Classic Cars,57,S24_1444
10425,55,46.82,1,2575.1,2020-05-31,1415,In Process,Classic Cars,57,S24_1444
10107,25,113.83,3,2845.75,2018-02-24,2243,Shipped,Motorcycles,112,S24_1578
10120,35,98.05,1,3431.75,2018-04-29,2180,Shipped,Motorcycles,112,S24_1578
10134,35,93.54,3,3273.9,2018-07-01,2118,Shipped,Motorcycles,112,S24_1578
10145,43,95.8,7,4119.4,2018-08-25,2064,Shipped,Motorcycles,112,S24_1578
10168,50,114.95,2,5747.5,2018-10-28,2001,Shipped,Motorcycles,112,S24_1578
10180,48,111.57,10,5355.36,2018-11-11,1988,Shipped,Motorcycles,112,S24_1578
10188,25,101.43,2,2535.75,2018-11-18,1982,Shipped,Motorcycles,112,S24_1578
10211,25,90.16,15,2254,2019-01-15,1925,Shipped,Motorcycles,112,S24_1578
10223,32,91.29,2,2921.28,2019-02-20,1890,Shipped,Motorcycles,112,S24_1578
10237,20,114.95,8,2299,2019-04-05,1847,Shipped,Motorcycles,112,S24_1578
10251,26,101.43,3,2637.18,2019-05-18,1805,Shipped,Motorcycles,112,S24_1578
10263,42,102.56,3,4307.52,2019-06-28,1765,Shipped,Motorcycles,112,S24_1578
10275,21,102.56,2,2153.76,2019-07-23,1741,Shipped,Motorcycles,112,S24_1578
10285,34,109.32,7,3716.88,2019-08-27,1707,Shipped,Motorcycles,112,S24_1578
10299,47,116.08,10,5455.76,2019-09-30,1674,Shipped,Motorcycles,112,S24_1578
10309,21,126.22,6,2650.62,2019-10-15,1660,Shipped,Motorcycles,112,S24_1578
10318,48,134.11,2,6437.28,2019-11-02,1643,Shipped,Motorcycles,112,S24_1578
10329,30,87.78,7,2633.4,2019-11-15,1631,Shipped,Motorcycles,112,S24_1578
10339,27,84.39,10,2278.53,2019-11-23,1624,Shipped,Motorcycles,112,S24_1578
10362,50,96.92,2,4846,2020-01-05,1582,Shipped,Motorcycles,112,S24_1578
10374,38,110.45,6,4197.1,2020-02-02,1555,Shipped,Motorcycles,112,S24_1578
10389,45,102.17,1,4597.65,2020-03-03,1526,Shipped,Motorcycles,112,S24_1578
10403,46,114.95,8,5287.7,2020-04-08,1491,Shipped,Motorcycles,112,S24_1578
10417,35,101.43,3,3550.05,2020-05-13,1457,Disputed,Motorcycles,112,S24_1578
10110,29,59.37,15,1721.73,2018-03-18,2245,Shipped,Classic Cars,50,S24_1628
10123,50,59.87,1,2993.5,2018-05-20,2183,Shipped,Classic Cars,50,S24_1628
10137,26,49.81,1,1295.06,2018-07-10,2133,Shipped,Classic Cars,50,S24_1628
10148,47,56.85,8,2671.95,2018-09-11,2071,Shipped,Classic Cars,50,S24_1628
10161,23,53.33,7,1226.59,2018-10-17,2036,Shipped,Classic Cars,50,S24_1628
10172,34,42.76,5,1453.84,2018-11-05,2018,Shipped,Classic Cars,50,S24_1628
10181,34,53.83,1,1830.22,2018-11-12,2012,Shipped,Classic Cars,50,S24_1628
10192,47,53.83,6,2530.01,2018-11-20,2005,Shipped,Classic Cars,50,S24_1628
10204,45,49.81,12,2241.45,2018-12-02,1994,Shipped,Classic Cars,50,S24_1628
10212,45,53.33,5,2399.85,2019-01-16,1950,Shipped,Classic Cars,50,S24_1628
10226,36,43.27,3,1557.72,2019-02-26,1910,Shipped,Classic Cars,50,S24_1628
10241,21,40.25,10,845.25,2019-04-13,1865,Shipped,Classic Cars,50,S24_1628
10266,28,48.3,1,1352.4,2019-07-06,1782,Shipped,Classic Cars,50,S24_1628
10278,35,45.28,1,1584.8,2019-08-06,1752,Shipped,Classic Cars,50,S24_1628
10288,50,52.32,13,2616,2019-09-01,1727,Shipped,Classic Cars,50,S24_1628
10301,22,51.32,3,1129.04,2018-10-05,2059,Shipped,Classic Cars,50,S24_1628
10311,45,49.3,8,2218.5,2019-10-16,1684,Shipped,Classic Cars,50,S24_1628
10321,48,42.26,5,2028.48,2019-11-04,1666,Shipped,Classic Cars,50,S24_1628
10332,20,87.96,5,1759.2,2019-11-17,1654,Shipped,Classic Cars,50,S24_1628
10343,27,36.21,6,977.67,2019-11-24,1648,Shipped,Classic Cars,50,S24_1628
10367,38,38.5,11,1463,2020-01-12,1600,Resolved,Classic Cars,50,S24_1628
10379,32,124.08,3,3970.56,2020-02-10,1572,Shipped,Classic Cars,50,S24_1628
10407,64,40.25,10,2576,2020-04-22,1501,On Hold,Classic Cars,50,S24_1628
10420,37,60.37,13,2233.69,2020-05-29,1465,In Process,Classic Cars,50,S24_1628
10106,28,88.63,4,2481.64,2018-02-17,2298,Shipped,Planes,109,S24_1785
10120,39,119.27,10,4651.53,2018-04-29,2228,Shipped,Planes,109,S24_1785
10133,41,94.1,5,3858.1,2018-06-27,2170,Shipped,Planes,109,S24_1785
10145,40,87.54,16,3501.6,2018-08-25,2112,Shipped,Planes,109,S24_1785
10168,49,131.3,11,6433.7,2018-10-28,2049,Shipped,Planes,109,S24_1785
10210,27,98.48,9,2658.96,2019-01-12,1974,Shipped,Planes,109,S24_1785
10223,34,106.14,11,3608.76,2019-02-20,1936,Shipped,Planes,109,S24_1785
10235,23,96.29,5,2214.67,2019-04-02,1896,Shipped,Planes,109,S24_1785
10250,31,88.63,6,2747.53,2019-05-11,1858,Shipped,Planes,109,S24_1785
10262,34,97.38,1,3310.92,2019-06-24,1815,Cancelled,Planes,109,S24_1785
10275,25,95.2,11,2380,2019-07-23,1787,Shipped,Planes,109,S24_1785
10284,22,105.04,3,2310.88,2019-08-21,1759,Shipped,Planes,109,S24_1785
10297,32,126.93,6,4061.76,2019-09-16,1734,Shipped,Planes,109,S24_1785
10308,31,112.7,9,3493.7,2019-10-15,1706,Shipped,Planes,109,S24_1785
10316,25,114.89,1,2872.25,2019-11-01,1690,Shipped,Planes,109,S24_1785
10328,47,87.54,14,4114.38,2019-11-12,1680,Shipped,Planes,109,S24_1785
10339,21,50.65,7,1063.65,2019-11-23,1670,Shipped,Planes,109,S24_1785
10353,28,71.73,2,2008.44,2019-12-04,1660,Shipped,Planes,109,S24_1785
10374,46,94.1,3,4328.6,2020-02-02,1601,Shipped,Planes,109,S24_1785
10386,33,41.71,11,1376.43,2020-03-01,1574,Resolved,Planes,109,S24_1785
10398,43,129.12,16,5552.16,2020-03-30,1546,Shipped,Planes,109,S24_1785
10401,38,96.29,5,3659.02,2020-04-03,1543,On Hold,Planes,109,S24_1785
10416,47,88.63,6,4165.61,2020-05-10,1507,Shipped,Planes,109,S24_1785
10101,45,31.2,3,1404,2018-01-09,2360,Shipped,Vintage Cars,33,S24_1937
10110,20,35.51,3,710.2,2018-03-18,2293,Shipped,Vintage Cars,33,S24_1937
10124,45,37.84,2,1702.8,2018-05-21,2230,Shipped,Vintage Cars,33,S24_1937
10149,36,33.19,7,1194.84,2018-09-12,2117,Shipped,Vintage Cars,33,S24_1937
10173,31,31.53,9,977.43,2018-11-05,2064,Shipped,Vintage Cars,33,S24_1937
10182,39,36.84,6,1436.76,2018-11-12,2058,Shipped,Vintage Cars,33,S24_1937
10193,26,29.21,10,759.46,2018-11-21,2050,Shipped,Vintage Cars,33,S24_1937
10205,32,37.17,5,1189.44,2018-12-03,2039,Shipped,Vintage Cars,33,S24_1937
10214,20,34.19,3,683.8,2019-01-26,1986,Shipped,Vintage Cars,33,S24_1937
10227,42,29.21,6,1226.82,2019-03-02,1952,Shipped,Vintage Cars,33,S24_1937
10243,33,29.54,1,974.82,2019-04-26,1898,Shipped,Vintage Cars,33,S24_1937
10280,20,28.88,12,577.6,2019-08-17,1786,Shipped,Vintage Cars,33,S24_1937
10288,29,38.17,1,1106.93,2019-09-01,1772,Shipped,Vintage Cars,33,S24_1937
10304,23,30.2,16,694.6,2019-10-11,1733,Shipped,Vintage Cars,33,S24_1937
10312,39,29.54,13,1152.06,2019-10-21,1724,Shipped,Vintage Cars,33,S24_1937
10322,20,131.2,3,2624,2019-11-04,1711,Shipped,Vintage Cars,33,S24_1937
10332,45,81.91,6,3685.95,2019-11-17,1699,Shipped,Vintage Cars,33,S24_1937
10344,20,35.18,6,703.6,2019-11-25,1692,Shipped,Vintage Cars,33,S24_1937
10356,48,202.5,5,9720,2019-12-09,1679,Shipped,Vintage Cars,33,S24_1937
10367,23,36.29,13,834.67,2020-01-12,1646,Resolved,Vintage Cars,33,S24_1937
10380,32,70.56,4,2257.92,2020-02-16,1612,Shipped,Vintage Cars,33,S24_1937
10391,33,252.87,8,8344.71,2020-03-09,1591,Shipped,Vintage Cars,33,S24_1937
10409,61,29.54,1,1801.94,2020-04-23,1547,Shipped,Vintage Cars,33,S24_1937
10420,45,26.88,1,1209.6,2020-05-29,1512,In Process,Vintage Cars,33,S24_1937
10107,38,83.03,7,3155.14,2018-02-24,2338,Shipped,Motorcycles,76,S24_2000
10120,34,83.79,5,2848.86,2018-04-29,2275,Shipped,Motorcycles,76,S24_2000
10134,43,83.03,7,3570.29,2018-07-01,2213,Shipped,Motorcycles,76,S24_2000
10145,47,83.03,11,3902.41,2018-08-25,2159,Shipped,Motorcycles,76,S24_2000
10158,22,67.03,1,1474.66,2018-10-10,2114,Shipped,Motorcycles,76,S24_2000
10168,29,75.41,6,2186.89,2018-10-28,2097,Shipped,Motorcycles,76,S24_2000
10180,28,68.55,14,1919.4,2018-11-11,2084,Shipped,Motorcycles,76,S24_2000
10188,40,91.4,6,3656,2018-11-18,2078,Shipped,Motorcycles,76,S24_2000
10210,30,61.7,4,1851,2019-01-12,2024,Shipped,Motorcycles,76,S24_2000
10223,38,69.31,6,2633.78,2019-02-20,1986,Shipped,Motorcycles,76,S24_2000
10236,36,87.6,3,3153.6,2019-04-03,1945,Shipped,Motorcycles,76,S24_2000
10250,32,87.6,1,2803.2,2019-05-11,1908,Shipped,Motorcycles,76,S24_2000
10263,37,62.46,7,2311.02,2019-06-28,1861,Shipped,Motorcycles,76,S24_2000
10275,30,79.98,6,2399.4,2019-07-23,1837,Shipped,Motorcycles,76,S24_2000
10285,39,70.08,11,2733.12,2019-08-27,1803,Shipped,Motorcycles,76,S24_2000
10297,32,65.51,1,2096.32,2019-09-16,1784,Shipped,Motorcycles,76,S24_2000
10308,47,63.22,4,2971.34,2019-10-15,1756,Shipped,Motorcycles,76,S24_2000
10318,26,86.83,6,2257.58,2019-11-02,1739,Shipped,Motorcycles,76,S24_2000
10329,37,94.43,4,3493.91,2019-11-15,1727,Shipped,Motorcycles,76,S24_2000
10340,55,79.98,8,4398.9,2019-11-24,1719,Shipped,Motorcycles,76,S24_2000
10363,21,171.22,8,3595.62,2020-01-06,1677,Shipped,Motorcycles,76,S24_2000
10375,23,106.23,9,2443.29,2020-02-03,1650,Shipped,Motorcycles,76,S24_2000
10389,49,81.4,2,3988.6,2020-03-03,1622,Shipped,Motorcycles,76,S24_2000
10402,59,87.6,3,5168.4,2020-04-07,1588,Shipped,Motorcycles,76,S24_2000
10416,32,87.6,1,2803.2,2020-05-10,1556,Shipped,Motorcycles,76,S24_2000
10105,43,147.47,9,6341.21,2018-02-11,2376,Shipped,Ships,122,S24_2011
10117,41,126.58,3,5189.78,2018-04-16,2313,Shipped,Ships,122,S24_2011
10129,45,133.95,9,6027.75,2018-06-12,2257,Shipped,Ships,122,S24_2011
10142,33,102,6,3366,2018-08-08,2201,Shipped,Ships,122,S24_2011
10153,40,136.41,5,5456.4,2018-09-28,2151,Shipped,Ships,122,S24_2011
10167,33,115.52,16,3812.16,2018-10-23,2127,Cancelled,Ships,122,S24_2011
10177,50,121.66,7,6083,2018-11-07,2113,Shipped,Ships,122,S24_2011
10185,30,105.69,7,3170.7,2018-11-14,2107,Shipped,Ships,122,S24_2011
10197,41,110.6,13,4534.6,2018-11-26,2096,Shipped,Ships,122,S24_2011
10208,35,122.89,7,4301.15,2019-01-02,2060,Shipped,Ships,122,S24_2011
10221,49,138.87,1,6804.63,2019-02-18,2014,Shipped,Ships,122,S24_2011
10232,46,122.89,4,5652.94,2019-03-20,1985,Shipped,Ships,122,S24_2011
10248,48,145.01,10,6960.48,2019-05-07,1938,Cancelled,Ships,122,S24_2011
10261,36,125.35,8,4512.6,2019-06-17,1898,Shipped,Ships,122,S24_2011
10273,22,126.58,11,2784.76,2019-07-21,1865,Shipped,Ships,122,S24_2011
10283,42,126.58,13,5316.36,2019-08-20,1836,Shipped,Ships,122,S24_2011
10293,21,140.09,2,2941.89,2019-09-09,1817,Shipped,Ships,122,S24_2011
10306,29,110.6,7,3207.4,2019-10-14,1783,Shipped,Ships,122,S24_2011
10315,35,120.43,6,4215.05,2019-10-29,1769,Shipped,Ships,122,S24_2011
10326,41,105.69,4,4333.29,2019-11-09,1759,Shipped,Ships,122,S24_2011
10337,29,71.97,4,2087.13,2019-11-21,1748,Shipped,Ships,122,S24_2011
10350,34,50.33,7,1711.22,2019-12-02,1738,Shipped,Ships,122,S24_2011
10372,37,105.69,8,3910.53,2020-01-26,1684,Shipped,Ships,122,S24_2011
10396,49,116.75,6,5720.75,2020-03-23,1628,Shipped,Ships,122,S24_2011
10414,23,145.01,10,3335.23,2020-05-06,1585,On Hold,Ships,122,S24_2011
10101,46,53.76,2,2472.96,2018-01-09,2434,Shipped,Vintage Cars,44,S24_2022
10110,39,44.35,2,1729.65,2018-03-18,2367,Shipped,Vintage Cars,44,S24_2022
10124,22,45.25,1,995.5,2018-05-21,2304,Shipped,Vintage Cars,44,S24_2022
10149,49,49.28,6,2414.72,2018-09-12,2191,Shipped,Vintage Cars,44,S24_2022
10173,27,41.22,8,1112.94,2018-11-05,2138,Shipped,Vintage Cars,44,S24_2022
10182,31,36.74,5,1138.94,2018-11-12,2132,Shipped,Vintage Cars,44,S24_2022
10193,20,50.62,9,1012.4,2018-11-21,2124,Shipped,Vintage Cars,44,S24_2022
10205,24,38.08,4,913.92,2018-12-03,2113,Shipped,Vintage Cars,44,S24_2022
10214,49,47.94,2,2349.06,2019-01-26,2060,Shipped,Vintage Cars,44,S24_2022
10227,24,48.38,5,1161.12,2019-03-02,2026,Shipped,Vintage Cars,44,S24_2022
10244,39,45.25,9,1764.75,2019-04-29,1969,Shipped,Vintage Cars,44,S24_2022
10255,37,45.7,2,1690.9,2019-06-04,1934,Shipped,Vintage Cars,44,S24_2022
10280,45,47.49,11,2137.05,2019-08-17,1861,Shipped,Vintage Cars,44,S24_2022
10289,45,48.38,4,2177.1,2019-09-03,1845,Shipped,Vintage Cars,44,S24_2022
10304,44,39.42,15,1734.48,2019-10-11,1808,Shipped,Vintage Cars,44,S24_2022
10312,23,37.63,12,865.49,2019-10-21,1799,Shipped,Vintage Cars,44,S24_2022
10322,30,116.67,4,3500.1,2019-11-04,1786,Shipped,Vintage Cars,44,S24_2022
10332,26,85.52,10,2223.52,2019-11-17,1774,Shipped,Vintage Cars,44,S24_2022
10345,43,53.76,1,2311.68,2019-11-25,1767,Shipped,Vintage Cars,44,S24_2022
10356,26,31.86,7,828.36,2019-12-09,1754,Shipped,Vintage Cars,44,S24_2022
10367,28,30.59,12,856.52,2020-01-12,1721,Resolved,Vintage Cars,44,S24_2022
10380,27,68.35,5,1845.45,2020-02-16,1687,Shipped,Vintage Cars,44,S24_2022
10391,24,168.42,1,4042.08,2020-03-09,1666,Shipped,Vintage Cars,44,S24_2022
10421,40,45.7,2,1828,2020-05-29,1586,In Process,Vintage Cars,44,S24_2022
10103,36,102.23,1,3680.28,2018-01-29,2438,Shipped,Trucks and Buses,127,S24_2300
10114,21,139.29,5,2925.09,2018-04-01,2377,Shipped,Trucks and Buses,127,S24_2300
10126,27,126.51,1,3415.77,2018-05-28,2321,Shipped,Trucks and Buses,127,S24_2300
10140,47,108.62,1,5105.14,2018-07-24,2265,Shipped,Trucks and Buses,127,S24_2300
10151,42,121.4,8,5098.8,2018-09-21,2207,Shipped,Trucks and Buses,127,S24_2300
10165,32,145.68,17,4661.76,2018-10-22,2177,Shipped,Trucks and Buses,127,S24_2300
10175,28,106.07,6,2969.96,2018-11-06,2163,Shipped,Trucks and Buses,127,S24_2300
10184,24,145.68,11,3496.32,2018-11-14,2156,Shipped,Trucks and Buses,127,S24_2300
10194,49,117.57,1,5760.93,2018-11-25,2146,Shipped,Trucks and Buses,127,S24_2300
10207,46,148.24,12,6819.04,2018-12-09,2133,Shipped,Trucks and Buses,127,S24_2300
10217,28,112.46,1,3148.88,2019-02-04,2077,Shipped,Trucks and Buses,127,S24_2300
10229,48,118.84,6,5704.32,2019-03-11,2043,Shipped,Trucks and Buses,127,S24_2300
10246,29,121.4,10,3520.6,2019-05-05,1989,Shipped,Trucks and Buses,127,S24_2300
10259,47,112.46,9,5285.62,2019-06-15,1949,Shipped,Trucks and Buses,127,S24_2300
10271,43,130.35,10,5605.05,2019-07-20,1915,Shipped,Trucks and Buses,127,S24_2300
10281,25,111.18,6,2779.5,2019-08-19,1886,Shipped,Trucks and Buses,127,S24_2300
10291,48,112.46,1,5398.08,2019-09-08,1867,Shipped,Trucks and Buses,127,S24_2300
10305,24,132.9,10,3189.6,2019-10-13,1833,Shipped,Trucks and Buses,127,S24_2300
10313,42,132.9,4,5581.8,2019-10-22,1825,Shipped,Trucks and Buses,127,S24_2300
10324,31,123.24,2,3820.44,2019-11-05,1812,Shipped,Trucks and Buses,127,S24_2300
10334,42,131.62,5,5528.04,2019-11-19,1799,On Hold,Trucks and Buses,127,S24_2300
10348,37,161.66,1,5981.42,2019-11-01,1818,Shipped,Trucks and Buses,127,S24_2300
10358,41,138.65,7,5684.65,2019-12-10,1780,Shipped,Trucks and Buses,127,S24_2300
10371,20,172.47,5,3449.4,2020-01-23,1737,Shipped,Trucks and Buses,127,S24_2300
10382,20,132.72,3,2654.4,2020-02-17,1713,Shipped,Trucks and Buses,127,S24_2300
10412,70,121.4,10,8498,2020-05-03,1638,Shipped,Trucks and Buses,127,S24_2300
10425,49,112.46,9,5510.54,2020-05-31,1611,In Process,Trucks and Buses,127,S24_2300
10108,35,58.87,15,2060.45,2018-03-03,2432,Shipped,Motorcycles,69,S24_2360
10121,32,76.88,2,2460.16,2018-05-07,2368,Shipped,Motorcycles,69,S24_2360
10135,29,61.64,16,1787.56,2018-07-02,2313,Shipped,Motorcycles,69,S24_2360
10145,27,60.95,3,1645.65,2018-08-25,2260,Shipped,Motorcycles,69,S24_2360
10169,38,74.11,11,2816.18,2018-11-04,2190,Shipped,Motorcycles,69,S24_2360
10180,35,72.03,6,2521.05,2018-11-11,2184,Shipped,Motorcycles,69,S24_2360
10190,42,76.19,3,3199.98,2018-11-19,2177,Shipped,Motorcycles,69,S24_2360
10211,21,63.72,11,1338.12,2019-01-15,2121,Shipped,Motorcycles,69,S24_2360
10224,37,80.34,4,2972.58,2019-02-21,2085,Shipped,Motorcycles,69,S24_2360
10237,26,79.65,4,2070.9,2019-04-05,2043,Shipped,Motorcycles,69,S24_2360
10252,47,65.8,8,3092.6,2019-05-26,1993,Shipped,Motorcycles,69,S24_2360
10264,37,65.1,6,2408.7,2019-06-30,1959,Shipped,Motorcycles,69,S24_2360
10276,46,75.49,12,3472.54,2019-08-02,1927,Shipped,Motorcycles,69,S24_2360
10285,38,59.56,3,2263.28,2019-08-27,1903,Shipped,Motorcycles,69,S24_2360
10299,33,66.49,6,2194.17,2019-09-30,1870,Shipped,Motorcycles,69,S24_2360
10309,24,56.1,2,1346.4,2019-10-15,1856,Shipped,Motorcycles,69,S24_2360
10319,31,81.73,7,2533.63,2019-11-03,1838,Shipped,Motorcycles,69,S24_2360
10330,42,81.03,1,3403.26,2019-11-16,1826,Shipped,Motorcycles,69,S24_2360
10341,32,103.35,6,3307.2,2019-11-24,1819,Shipped,Motorcycles,69,S24_2360
10355,41,70.65,3,2896.65,2019-12-07,1807,Shipped,Motorcycles,69,S24_2360
10363,43,61.23,14,2632.89,2020-01-06,1778,Shipped,Motorcycles,69,S24_2360
10375,20,102.3,14,2046,2020-02-03,1751,Shipped,Motorcycles,69,S24_2360
10390,35,65.13,4,2279.55,2020-03-04,1722,Shipped,Motorcycles,69,S24_2360
10403,27,79.65,4,2150.55,2020-04-08,1688,Shipped,Motorcycles,69,S24_2360
10110,43,78.15,11,3360.45,2018-03-18,2441,Shipped,Classic Cars,90,S24_2766
10124,32,72.7,10,2326.4,2018-05-21,2378,Shipped,Classic Cars,90,S24_2766
10148,21,73.6,4,1545.6,2018-09-11,2266,Shipped,Classic Cars,90,S24_2766
10161,20,107.23,3,2144.6,2018-10-17,2231,Shipped,Classic Cars,90,S24_2766
10172,22,74.51,1,1639.22,2018-11-05,2213,Shipped,Classic Cars,90,S24_2766
10182,36,73.6,14,2649.6,2018-11-12,2207,Shipped,Classic Cars,90,S24_2766
10192,46,83.6,2,3845.6,2018-11-20,2200,Shipped,Classic Cars,90,S24_2766
10204,47,96.32,8,4527.04,2018-12-02,2189,Shipped,Classic Cars,90,S24_2766
10212,45,88.14,1,3966.3,2019-01-16,2145,Shipped,Classic Cars,90,S24_2766
10227,47,88.14,14,4142.58,2019-03-02,2101,Shipped,Classic Cars,90,S24_2766
10241,47,94.5,6,4441.5,2019-04-13,2060,Shipped,Classic Cars,90,S24_2766
10267,38,87.24,3,3315.12,2019-07-07,1976,Shipped,Classic Cars,90,S24_2766
10279,49,79.97,3,3918.53,2019-08-09,1944,Shipped,Classic Cars,90,S24_2766
10288,35,80.87,9,2830.45,2019-09-01,1922,Shipped,Classic Cars,90,S24_2766
10302,49,108.14,5,5298.86,2018-10-06,2253,Shipped,Classic Cars,90,S24_2766
10311,28,93.6,4,2620.8,2019-10-16,1879,Shipped,Classic Cars,90,S24_2766
10321,30,72.7,1,2181,2019-11-04,1861,Shipped,Classic Cars,90,S24_2766
10332,39,86.72,7,3382.08,2019-11-17,1849,Shipped,Classic Cars,90,S24_2766
10346,25,115.07,1,2876.75,2019-11-29,1838,Shipped,Classic Cars,90,S24_2766
10368,40,102.68,2,4107.2,2020-01-19,1788,Shipped,Classic Cars,90,S24_2766
10380,36,37.5,6,1350,2020-02-16,1761,Shipped,Classic Cars,90,S24_2766
10407,76,94.5,6,7182,2020-04-22,1696,On Hold,Classic Cars,90,S24_2766
10420,39,100.87,9,3933.93,2020-05-29,1660,In Process,Classic Cars,90,S24_2766
10104,44,39.6,10,1742.4,2018-01-31,2510,Shipped,Classic Cars,35,S24_2840
10114,24,30.06,1,721.44,2018-04-01,2451,Shipped,Classic Cars,35,S24_2840
10127,39,38.19,12,1489.41,2018-06-03,2389,Shipped,Classic Cars,35,S24_2840
10141,21,42.43,6,891.03,2018-08-01,2331,Shipped,Classic Cars,35,S24_2840
10151,30,40.31,4,1209.3,2018-09-21,2281,Shipped,Classic Cars,35,S24_2840
10165,27,31.82,13,859.14,2018-10-22,2251,Shipped,Classic Cars,35,S24_2840
10175,37,31.12,2,1151.44,2018-11-06,2237,Shipped,Classic Cars,35,S24_2840
10184,42,31.82,7,1336.44,2018-11-14,2230,Shipped,Classic Cars,35,S24_2840
10195,32,28.29,7,905.28,2018-11-25,2220,Shipped,Classic Cars,35,S24_2840
10207,42,29.7,8,1247.4,2018-12-09,2207,Shipped,Classic Cars,35,S24_2840
10219,21,40.31,3,846.51,2019-02-10,2145,Shipped,Classic Cars,35,S24_2840
